,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,name_length,description_length,host_about_length,verifications_length,amenities_length,host_since_days,first_reviews_days,last_review_days,price_per_accommodates,has_Hair_dryer,flag
32426,0.96,1.0,0.0,6.0,1.0,40.80413,-73.96467,2.0,1.0,1.0,55.0,1.0,1125.0,1.0,0.0,100.0,1.0,0.19,10.0,17.0,12.0,6.0,18.0,219.0,161.0,161.0,27.5,1.0,1
23722,1.0,0.81,1.0,8.0,1.0,40.78666,-73.97451,4.0,1.0,2.0,200.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.05,9.0,159.0,3.0,7.0,23.0,2469.0,556.0,556.0,50.0,1.0,1
31504,1.0,0.99,1.0,0.0,1.0,40.76535,-73.96429,8.0,3.0,3.0,700.0,2.0,90.0,29.0,0.0,98.0,1.0,4.58,7.0,161.0,39.0,6.0,14.0,793.0,189.0,38.0,87.5,1.0,1
6758,1.0,1.0,0.0,2.0,1.0,40.61059,-74.00601999999999,2.0,1.0,1.0,95.0,1.0,28.0,446.0,3.0,94.0,1.0,7.62,2.0,156.0,99.0,6.0,26.0,1995.0,1755.0,13.0,47.5,1.0,1
6388,1.0,0.71,1.0,2.0,1.0,40.68692,-73.78022,1.0,1.0,1.0,29.0,1.0,1125.0,67.0,1.0,95.0,0.0,1.01,8.0,158.0,19.0,6.0,23.0,2019.0,1988.0,27.0,29.0,1.0,1
29769,1.0,0.71,0.0,0.0,1.0,40.67544,-73.88198,6.0,3.0,4.0,116.0,7.0,1125.0,2.0,0.0,100.0,0.0,0.72,3.0,81.0,21.0,4.0,23.0,370.0,82.0,57.0,19.333333333333332,1.0,1
26029,1.0,1.0,1.0,0.0,0.0,40.76103,-73.9831,2.0,1.0,2.0,240.0,30.0,60.0,4.0,0.0,100.0,1.0,0.25,6.0,148.0,18.0,2.0,29.0,1317.0,479.0,97.0,120.0,1.0,1
330,1.0,0.5,1.0,2.0,1.0,40.736309999999996,-73.99977,4.0,2.0,2.0,140.0,30.0,120.0,67.0,1.0,94.0,0.0,0.58,7.0,176.0,47.0,4.0,20.0,3482.0,3461.0,23.0,35.0,0.0,1
20473,1.0,0.33,0.0,50.0,1.0,40.65429,-73.93609000000001,2.0,1.0,1.0,57.0,30.0,1125.0,3.0,0.0,93.0,0.0,0.17,7.0,151.0,50.0,4.0,16.0,2209.0,524.0,202.0,28.5,0.0,1
14282,1.0,0.83,1.0,3.0,0.0,40.72452,-73.94596,2.0,1.0465177987381686,1.0,115.0,30.0,360.0,17.0,0.0,100.0,0.0,0.42,6.0,163.0,60.0,3.0,33.0,1347.0,1224.0,264.0,57.5,1.0,0
13360,0.0,0.0,0.0,2.0,1.0,40.798809999999996,-73.93930999999999,2.0,1.0,1.0,95.0,30.0,1125.0,22.0,0.0,90.0,0.0,0.58,6.0,134.0,8.0,7.0,32.0,2444.0,1130.0,401.0,47.5,0.0,1
21367,0.95,0.99,1.0,50.0,1.0,40.74926,-73.97643000000001,2.0,0.9941670040547876,1.0,60.0,30.0,90.0,1.0,0.0,100.0,1.0,0.06,5.0,156.0,6.0,4.0,23.0,1424.0,469.0,469.0,30.0,1.0,0
3680,1.0,0.5,1.0,1.0,1.0,40.63512,-73.95815,4.0,1.0,2.0,160.0,30.0,95.0,45.0,0.0,98.0,0.0,0.72,5.0,168.0,147.0,4.0,27.0,2330.0,1865.0,341.0,40.0,1.0,1
22188,1.0,0.99,1.0,4.0,0.0,40.641490000000005,-73.93961,1.0,1.0,1.0,43.0,2.0,1000.0,54.0,0.0,95.0,1.0,2.25,7.0,104.0,147.0,5.0,26.0,2045.0,720.0,159.0,43.0,1.0,1
827,1.0,1.0,1.0,1.0,1.0,40.70878,-73.91727,4.0,1.0,6.0,99.0,5.0,180.0,121.0,0.0,95.0,0.0,1.16,3.0,160.0,64.0,8.0,20.0,3483.0,3135.0,284.0,24.75,1.0,1
13081,1.0,0.8,0.0,1.0,1.0,40.845420000000004,-73.94369,1.0,1.0,1.0,55.0,3.0,1125.0,42.0,0.0,99.0,0.0,0.99,5.0,161.0,260.0,8.0,33.0,1484.0,1275.0,329.0,55.0,1.0,1
14090,1.0,0.0,0.0,0.0,1.0,40.67918,-73.99095,3.0,2.0,2.0,140.0,60.0,1125.0,2.0,0.0,60.0,0.0,0.07,8.0,78.0,92.0,6.0,26.0,4072.0,889.0,827.0,46.666666666666664,0.0,1
12296,1.0,0.94,0.0,2.0,1.0,40.69076,-73.94975,2.0,1.0,1.0,55.0,2.0,1124.0,235.0,0.0,95.0,0.0,4.55,4.0,108.0,82.0,6.0,32.0,1561.0,1550.0,57.0,27.5,1.0,1
26012,1.0,0.86,1.0,2.0,1.0,40.64393,-73.94703,4.0,2.0,2.0,104.0,4.0,28.0,28.0,1.0,99.0,0.0,1.54,3.0,63.0,19.0,5.0,26.0,2022.0,544.0,19.0,26.0,1.0,1
34347,0.44,0.86,0.0,3.0,1.0,40.734159999999996,-74.00415,4.0,1.0,3.0,125.0,3.0,365.0,7.0,1.0,100.0,0.0,3.44,8.0,89.0,41.0,8.0,27.0,1576.0,60.0,29.0,31.25,1.0,1
23144,1.0,0.96,1.0,2.0,1.0,40.77412,-73.90935999999999,1.0,1.0,1.0,39.0,2.0,30.0,40.0,0.0,99.0,1.0,1.76,6.0,165.0,270.0,7.0,29.0,929.0,681.0,91.0,39.0,1.0,1
457,0.75,1.0,0.0,1.0,1.0,40.74031,-74.00532,3.0,1.0,1.0,275.0,5.0,60.0,47.0,0.0,95.0,0.0,0.42,7.0,163.0,97.0,4.0,16.0,3619.0,3320.0,75.0,91.66666666666667,1.0,1
32581,0.8,0.91,0.0,3.0,1.0,40.68797,-73.91538,1.0,1.0,1.0,45.0,30.0,1125.0,1.0,0.0,100.0,0.0,0.36,9.0,57.0,38.0,7.0,18.0,1531.0,82.0,82.0,45.0,1.0,1
362,1.0,0.78,1.0,3.0,1.0,40.73049,-73.96115,4.0,1.0,1.0,185.0,3.0,90.0,228.0,0.0,97.0,0.0,1.99,3.0,160.0,23.0,4.0,15.0,3719.0,3438.0,1017.0,46.25,1.0,1
7489,1.0,0.73,0.0,1.0,1.0,40.72038,-73.99818,2.0,1.0,1.0,99.0,4.0,1125.0,18.0,1.0,100.0,0.0,0.61,9.0,45.0,8.0,5.0,22.0,2829.0,887.0,30.0,49.5,1.0,1
18936,0.9,0.38,0.0,0.0,1.0,40.7153,-73.99408000000001,4.0,1.416862127888816,1.0,100.0,4.0,1125.0,11.0,0.0,96.0,0.0,0.37,9.0,52.0,47.0,7.0,22.0,3843.0,889.0,31.0,25.0,1.0,0
5115,1.0,0.94,1.0,1.0,1.0,40.76081,-73.92886,2.0,1.0,2.0,99.0,3.0,84.0,217.0,1.0,96.0,0.0,3.21,7.0,168.0,115.0,6.0,40.0,2119.0,2028.0,30.0,49.5,1.0,1
17101,1.0,1.0,0.0,1.0,1.0,40.63603,-73.9722,2.0,1.0,1.0,60.0,30.0,1125.0,3.0,0.0,87.0,0.0,0.22,7.0,177.0,26.0,4.0,12.0,2533.0,406.0,97.0,30.0,1.0,1
25621,1.0,0.89,1.0,16.0,1.0,40.841809999999995,-73.90555,3.0,1.1848905369371252,1.0,95.0,30.0,365.0,5.0,0.0,88.0,0.0,0.3,4.0,80.0,118.0,3.0,20.0,606.0,499.0,171.0,31.666666666666668,1.0,0
4484,1.0,0.98,1.0,2.0,0.0,40.68045,-73.93796,2.0,1.0,2.0,70.0,3.0,1125.0,76.0,0.0,98.0,1.0,1.22,5.0,127.0,94.0,5.0,30.0,3782.0,1867.0,67.0,35.0,1.0,1
38,1.0,1.0,0.0,1.0,1.0,40.72162,-73.98008,2.0,1.0,1.0,250.0,30.0,90.0,53.0,0.0,96.0,0.0,0.4,4.0,172.0,80.0,6.0,26.0,4058.0,3964.0,324.0,125.0,1.0,1
28301,1.0,0.97,1.0,5.0,1.0,40.705459999999995,-73.90165999999999,1.0,1.0,1.0,45.0,7.0,45.0,5.0,0.0,100.0,0.0,0.38,6.0,162.0,45.0,6.0,21.0,482.0,394.0,83.0,45.0,1.0,1
2722,0.83,1.0,0.0,2.0,1.0,40.77956,-73.98495,2.0,2.0,1.0,159.0,30.0,1125.0,29.0,0.0,96.0,0.0,0.37,3.0,144.0,105.0,4.0,22.0,2672.0,2372.0,459.0,79.5,0.0,1
18735,1.0,0.98,0.0,2.0,1.0,40.78577,-73.97204,6.0,2.0,3.0,219.0,2.0,1125.0,17.0,2.0,92.0,0.0,1.16,7.0,166.0,41.0,5.0,32.0,2453.0,440.0,20.0,36.5,1.0,1
10143,0.75,0.9,1.0,1.0,1.0,40.761070000000004,-73.86664,6.0,3.0,4.0,175.0,30.0,1125.0,91.0,0.0,100.0,0.0,1.82,8.0,181.0,263.0,5.0,32.0,1809.0,1495.0,95.0,29.166666666666668,1.0,1
32511,1.0,0.82,0.0,177.0,1.0,40.74345,-73.89311,2.0,1.0,1.0,33.0,30.0,1125.0,2.0,1.0,80.0,0.0,0.65,10.0,147.0,622.0,7.0,22.0,1319.0,91.0,23.0,16.5,1.0,1
13283,0.87,0.69,1.0,1.0,1.0,40.603,-73.94899000000001,6.0,3.0,4.0,180.0,3.0,90.0,146.0,1.0,100.0,0.0,3.05,5.0,184.0,54.0,6.0,52.0,1453.0,1435.0,15.0,30.0,1.0,1
13887,0.93,0.26,0.0,6.0,1.0,40.75385,-73.99198,2.0,1.08618217221035,1.0,100.0,30.0,1125.0,2.0,0.0,100.0,0.0,0.06,3.0,155.0,67.0,9.0,27.0,4532.0,933.0,311.0,50.0,1.0,0
30584,0.9,0.97,1.0,2.0,1.0,40.736340000000006,-73.9541,4.0,2.0,2.0,198.0,1.0,1125.0,59.0,8.0,98.0,1.0,5.4,5.0,148.0,24.0,6.0,35.0,1166.0,327.0,4.0,49.5,1.0,1
10928,0.73,0.74,0.0,31.0,1.0,40.74523,-73.98301,8.0,4.0,4.0,250.0,30.0,365.0,1.0,0.0,100.0,0.0,0.02,6.0,150.0,43.0,3.0,23.0,1887.0,1363.0,1363.0,31.25,1.0,1
7948,1.0,0.79,1.0,2.0,1.0,40.82243,-73.95447,2.0,1.0,1.0,49.0,5.0,1124.0,12.0,0.0,92.0,0.0,0.19,6.0,171.0,143.0,4.0,34.0,3010.0,1864.0,556.0,24.5,1.0,1
24867,1.0,0.95,1.0,2.0,1.0,40.73368,-73.79476,2.0,1.0,1.0,41.0,1.0,60.0,44.0,0.0,100.0,0.0,2.63,6.0,138.0,8.0,7.0,19.0,604.0,501.0,81.0,20.5,1.0,1
12519,0.96,0.92,1.0,125.0,0.0,40.740590000000005,-73.98049,3.0,2.0,2.0,117.0,30.0,365.0,4.0,0.0,80.0,0.0,0.1,6.0,77.0,93.0,3.0,19.0,1800.0,1253.0,36.0,39.0,1.0,1
16582,1.0,0.32,0.0,2.0,0.0,40.57963,-73.96472,2.0,1.0,2.0,122.0,1.0,1125.0,39.0,0.0,98.0,0.0,1.03,9.0,157.0,18.0,3.0,22.0,1203.0,1134.0,68.0,61.0,0.0,1
3414,0.7,0.83,0.0,1.0,1.0,40.70098,-73.93959,1.0,1.0,2.0,50.0,14.0,120.0,27.0,0.0,93.0,0.0,0.41,8.0,104.0,99.0,4.0,23.0,2381.0,1979.0,43.0,50.0,0.0,1
1490,1.0,0.93,1.0,2.0,1.0,40.69034,-73.95321,2.0,1.0,2.0,95.0,30.0,60.0,212.0,0.0,96.0,0.0,2.33,4.0,161.0,31.0,5.0,33.0,2857.0,2729.0,98.0,47.5,1.0,1
31405,1.0,0.96,0.0,2.0,1.0,40.707679999999996,-73.78271,1.0,1.0,1.0,28.0,2.0,27.0,21.0,1.0,87.0,0.0,2.39,8.0,181.0,201.0,6.0,23.0,506.0,263.0,27.0,28.0,1.0,1
14767,1.0,0.67,1.0,2.0,1.0,40.71634,-73.99261,4.0,1.0,1.0,250.0,30.0,1125.0,76.0,0.0,98.0,0.0,1.79,7.0,71.0,6.0,4.0,29.0,2751.0,1274.0,642.0,62.5,1.0,1
3152,1.0,0.91,1.0,2.0,1.0,40.7139,-73.9353,3.0,1.0,1.0,130.0,2.0,1000.0,174.0,0.0,93.0,0.0,2.41,4.0,33.0,12.0,9.0,22.0,2409.0,2161.0,33.0,43.333333333333336,1.0,1
6290,1.0,0.67,0.0,1.0,1.0,40.63968,-73.95215,6.0,3.0,4.0,180.0,30.0,365.0,129.0,0.0,95.0,0.0,2.2,7.0,166.0,65.0,6.0,36.0,2028.0,1758.0,324.0,30.0,1.0,1
510,1.0,0.71,1.0,2.0,1.0,40.72868,-73.95835,2.0,1.0,1.0,75.0,7.0,365.0,17.0,0.0,95.0,0.0,0.21,6.0,86.0,4.0,5.0,5.0,3358.0,2386.0,397.0,37.5,0.0,1
33401,0.9,0.55,0.0,0.0,1.0,40.68093,-73.94163,2.0,1.0,1.0,175.0,3.0,1125.0,2.0,0.0,100.0,0.0,0.5,7.0,94.0,53.0,6.0,35.0,2074.0,118.0,107.0,87.5,1.0,1
21037,1.0,1.0,0.0,3.0,1.0,40.80445,-73.96489,2.0,1.0,1.0,54.0,1.0,1125.0,31.0,0.0,98.0,1.0,1.14,5.0,147.0,29.0,7.0,28.0,830.0,816.0,155.0,27.0,1.0,1
28355,1.0,1.0,1.0,1.0,1.0,40.611309999999996,-74.09048,5.0,1.0,2.0,72.0,2.0,21.0,24.0,0.0,100.0,0.0,1.73,4.0,155.0,33.0,4.0,35.0,436.0,415.0,97.0,14.4,1.0,1
32496,1.0,1.0,1.0,2.0,1.0,40.69858,-73.92076999999999,2.0,1.0,1.0,72.0,2.0,1125.0,34.0,6.0,99.0,1.0,5.8,6.0,75.0,19.0,5.0,32.0,3469.0,175.0,11.0,36.0,1.0,1
30206,1.0,0.92,1.0,0.0,0.0,40.62845,-73.94876,1.0,1.0,1.0,46.0,1.0,4.0,13.0,5.0,94.0,0.0,1.16,9.0,163.0,30.0,2.0,22.0,894.0,336.0,5.0,46.0,1.0,1
19070,1.0,0.62,1.0,2.0,1.0,40.68381,-73.93879,2.0,1.0,1.0,32.0,30.0,90.0,74.0,0.0,96.0,0.0,2.37,7.0,28.0,42.0,8.0,33.0,3979.0,937.0,73.0,16.0,1.0,1
34288,0.67,1.0,0.0,1.0,1.0,40.705059999999996,-74.00881,4.0,1.0,1.0,180.0,5.0,1125.0,2.0,0.0,80.0,1.0,0.79,5.0,71.0,61.0,8.0,35.0,1607.0,75.0,39.0,45.0,1.0,1
16424,0.8,1.0,1.0,4.0,1.0,40.72503,-73.94363,1.0,1.0,3.0,35.0,30.0,90.0,20.0,0.0,98.0,1.0,0.51,7.0,176.0,18.0,5.0,20.0,2078.0,1173.0,117.0,35.0,1.0,1
20942,1.0,1.0,0.0,3.0,0.0,40.66183,-73.96285999999999,4.0,2.0,2.0,110.0,2.0,1125.0,3.0,0.0,60.0,0.0,0.12,8.0,46.0,70.0,3.0,18.0,1572.0,769.0,414.0,27.5,1.0,1
2847,1.0,0.82,0.0,29.0,1.0,40.772220000000004,-73.95544,2.0,1.0,1.0,79.0,30.0,360.0,6.0,0.0,97.0,0.0,0.08,6.0,154.0,279.0,4.0,25.0,2514.0,2133.0,371.0,39.5,0.0,1
10556,1.0,1.0,1.0,1.0,1.0,40.67152,-73.98388,4.0,1.0,2.0,175.0,4.0,89.0,60.0,0.0,100.0,0.0,1.08,8.0,146.0,60.0,7.0,48.0,2006.0,1663.0,35.0,43.75,1.0,1
24095,1.0,1.0,1.0,2.0,0.0,40.73162,-74.00683000000001,4.0,2.0,2.0,245.0,30.0,180.0,4.0,0.0,100.0,0.0,0.2,8.0,172.0,95.0,2.0,34.0,883.0,587.0,77.0,61.25,1.0,1
22942,0.5,0.0,0.0,2.0,1.0,40.82832,-73.94214000000001,2.0,1.0,2.0,79.0,30.0,1125.0,11.0,0.0,98.0,0.0,0.48,7.0,171.0,121.0,6.0,34.0,2888.0,690.0,399.0,39.5,1.0,1
2190,0.9,0.7,0.0,3.0,1.0,40.6863,-73.98572,5.0,2.0,3.0,207.0,30.0,1000.0,38.0,0.0,94.0,0.0,0.44,5.0,180.0,67.0,8.0,47.0,3121.0,2598.0,77.0,41.4,1.0,1
28937,0.92,0.88,0.0,0.0,1.0,40.696459999999995,-73.97292,2.0,0.8034108682682479,0.0,65.0,5.0,30.0,4.0,2.0,90.0,1.0,0.42,5.0,94.0,2.0,8.0,12.0,1791.0,288.0,8.0,32.5,1.0,0
15609,1.0,0.89,1.0,7.0,1.0,40.89643,-73.85549,1.0,1.0,1.0,36.0,1.0,28.0,285.0,5.0,96.0,0.0,6.86,7.0,161.0,324.0,9.0,27.0,1672.0,1246.0,10.0,36.0,1.0,1
8503,1.0,0.91,0.0,2.0,1.0,40.6793,-73.91968,6.0,2.0,2.0,89.0,30.0,1125.0,169.0,0.0,87.0,0.0,2.81,9.0,169.0,70.0,6.0,28.0,3500.0,1805.0,95.0,14.833333333333334,1.0,1
203,1.0,1.0,1.0,2.0,1.0,40.71113,-73.96054000000001,2.0,1.0,1.0,110.0,31.0,1125.0,92.0,0.0,99.0,1.0,0.79,7.0,170.0,47.0,6.0,39.0,3818.0,3511.0,43.0,55.0,1.0,1
28138,0.96,0.92,1.0,125.0,0.0,40.77968,-73.95251,3.0,1.0,1.0,65.0,30.0,1125.0,5.0,1.0,96.0,0.0,0.38,7.0,73.0,93.0,3.0,18.0,1800.0,396.0,11.0,21.666666666666668,1.0,1
36246,1.0,1.0,0.0,6.0,1.0,40.72534,-73.98774,4.0,2.0,2.0,114.0,1.0,7.0,3.0,3.0,93.0,1.0,3.0,8.0,134.0,27.0,8.0,23.0,1739.0,10.0,5.0,28.5,1.0,1
12070,0.91,0.83,0.0,4.0,1.0,40.73717,-73.98064000000001,3.0,1.0,1.0,120.0,30.0,1125.0,9.0,0.0,88.0,1.0,0.17,4.0,25.0,25.0,8.0,6.0,2191.0,1551.0,401.0,40.0,0.0,1
17165,0.9,0.96,0.0,2.0,1.0,40.738009999999996,-73.92921,2.0,1.0,1.0,64.0,2.0,100.0,78.0,0.0,98.0,1.0,2.16,10.0,161.0,11.0,7.0,32.0,2218.0,1083.0,152.0,32.0,0.0,1
20048,1.0,0.0,0.0,1.0,0.0,40.72715,-73.9491,6.0,2.0,2.0,164.0,5.0,1125.0,27.0,0.0,96.0,0.0,1.25,8.0,113.0,15.0,3.0,34.0,2151.0,645.0,469.0,27.333333333333332,1.0,1
25725,0.9,1.0,0.0,1.0,1.0,40.661570000000005,-73.92426999999999,5.0,2.0,3.0,119.0,1.0,1125.0,39.0,0.0,90.0,1.0,2.17,8.0,107.0,23.0,5.0,25.0,1659.0,537.0,61.0,23.8,0.0,1
10804,1.0,0.96,1.0,4.0,1.0,40.81069,-73.94498,1.0,1.0,1.0,40.0,5.0,1125.0,31.0,1.0,99.0,0.0,0.56,7.0,129.0,105.0,7.0,23.0,3768.0,1671.0,8.0,40.0,1.0,1
15107,1.0,0.67,0.0,1.0,1.0,40.70393,-73.92085,2.0,1.0,1.0,125.0,4.0,1125.0,41.0,0.0,98.0,0.0,1.0,6.0,64.0,20.0,7.0,24.0,2106.0,1232.0,332.0,62.5,1.0,1
30045,1.0,0.9,0.0,2.0,1.0,40.65374,-73.95997,2.0,1.0,1.0,45.0,1.0,30.0,16.0,0.0,85.0,0.0,1.38,6.0,104.0,6.0,6.0,23.0,2579.0,348.0,76.0,22.5,0.0,1
31611,1.0,0.98,1.0,1.0,1.0,40.76064,-73.98158000000001,2.0,1.0,2.0,160.0,30.0,365.0,3.0,0.0,100.0,0.0,0.37,6.0,150.0,23.0,7.0,29.0,2151.0,245.0,243.0,80.0,1.0,1
28765,1.0,0.96,1.0,0.0,1.0,40.71756,-73.99759,4.0,1.0,2.0,99.0,2.0,60.0,12.0,2.0,97.0,0.0,0.9,3.0,99.0,11.0,9.0,28.0,3710.0,399.0,7.0,24.75,0.0,1
15019,1.0,0.85,0.0,5.0,0.0,40.60587,-74.08798,1.0,1.0,1.0,30.0,5.0,28.0,37.0,0.0,91.0,0.0,0.89,6.0,153.0,52.0,3.0,42.0,1316.0,1246.0,65.0,30.0,0.0,1
13779,1.0,0.83,1.0,3.0,1.0,40.75697,-73.83227,2.0,1.0,2.0,75.0,30.0,90.0,104.0,0.0,95.0,0.0,2.28,9.0,172.0,32.0,7.0,21.0,2623.0,1368.0,363.0,37.5,1.0,1
15122,1.0,0.73,1.0,2.0,0.0,40.75582,-73.99521999999999,4.0,2.0,2.0,150.0,30.0,150.0,61.0,0.0,95.0,0.0,1.48,7.0,81.0,6.0,3.0,26.0,1291.0,1235.0,326.0,37.5,1.0,1
26928,1.0,1.0,0.0,39.0,1.0,40.74597,-73.97736,7.0,3.0,4.0,250.0,30.0,1125.0,2.0,0.0,80.0,0.0,0.31,8.0,158.0,106.0,5.0,36.0,1469.0,190.0,85.0,35.714285714285715,1.0,1
26649,1.0,1.0,0.0,0.0,1.0,40.67985,-73.94471999999999,3.0,1.0,3.0,31.0,30.0,1125.0,3.0,0.0,80.0,1.0,0.28,6.0,163.0,76.0,6.0,33.0,516.0,324.0,35.0,10.333333333333334,0.0,1
19204,1.0,0.96,1.0,1.0,0.0,40.847229999999996,-73.78811,4.0,1.0,2.0,107.0,2.0,60.0,54.0,0.0,98.0,0.0,1.72,4.0,153.0,148.0,4.0,28.0,3402.0,941.0,97.0,26.75,1.0,1
5938,0.96,1.0,0.0,3.0,1.0,40.68411,-73.93208,1.0,1.0,1.0,99.0,2.0,1125.0,4.0,0.0,100.0,0.0,0.06,5.0,166.0,28.0,6.0,19.0,4101.0,2041.0,1948.0,99.0,1.0,1
23252,1.0,0.98,1.0,1.0,1.0,40.82817,-73.87062,5.0,2.0,4.0,121.0,2.0,20.0,85.0,3.0,98.0,1.0,3.76,5.0,113.0,2.0,5.0,24.0,692.0,678.0,13.0,24.2,1.0,1
32337,1.0,0.85,1.0,0.0,1.0,40.6873,-73.95224,2.0,2.0,2.0,113.0,5.0,28.0,5.0,0.0,96.0,0.0,0.84,5.0,163.0,59.0,9.0,28.0,3067.0,178.0,48.0,56.5,1.0,1
13599,1.0,0.6,0.0,1.0,1.0,40.67953,-73.96127,8.0,4.0,4.0,211.0,5.0,1125.0,3.0,0.0,100.0,0.0,0.07,5.0,148.0,23.0,5.0,26.0,3230.0,1356.0,908.0,26.375,1.0,1
4624,1.0,0.85,0.0,4.0,1.0,40.77776,-73.91611999999999,2.0,1.0,1.0,35.0,30.0,1125.0,114.0,0.0,90.0,1.0,1.59,6.0,167.0,60.0,6.0,25.0,3090.0,2147.0,67.0,17.5,1.0,1
20993,1.0,1.0,0.0,5.0,1.0,40.803259999999995,-73.96477,2.0,1.0,1.0,45.0,1.0,365.0,86.0,0.0,93.0,1.0,3.12,5.0,156.0,29.0,7.0,33.0,836.0,827.0,182.0,22.5,1.0,1
18743,0.52,1.0,1.0,2.0,1.0,40.72694,-73.99908,7.0,2.0,3.0,260.0,31.0,365.0,66.0,0.0,99.0,1.0,2.08,7.0,140.0,4.0,7.0,36.0,2976.0,952.0,76.0,37.142857142857146,1.0,1
27697,1.0,0.95,0.0,2.0,1.0,40.7507,-73.94013000000001,1.0,1.0,0.0,50.0,3.0,28.0,1.0,0.0,100.0,1.0,0.5,10.0,148.0,17.0,6.0,32.0,466.0,59.0,59.0,50.0,1.0,1
18981,0.0,0.08,0.0,1.0,1.0,40.7193,-73.95982,4.0,1.0,3.0,150.0,10.0,1125.0,9.0,0.0,100.0,0.0,0.29,7.0,125.0,15.0,7.0,23.0,1758.0,920.0,400.0,37.5,1.0,1
7237,1.0,0.91,0.0,5.0,1.0,40.661590000000004,-73.94129000000001,2.0,1.0,1.0,85.0,7.0,14.0,155.0,1.0,85.0,1.0,2.39,5.0,170.0,47.0,5.0,27.0,2009.0,1943.0,9.0,42.5,1.0,1
33680,1.0,0.96,1.0,2.0,1.0,40.756479999999996,-73.97251999999999,8.0,3.0,4.0,360.0,3.0,1125.0,10.0,0.0,100.0,1.0,3.33,9.0,150.0,76.0,10.0,37.0,1540.0,89.0,34.0,45.0,1.0,1
1176,1.0,0.75,1.0,4.0,1.0,40.80888,-73.94288,4.0,2.0,3.0,135.0,30.0,999.0,3.0,0.0,100.0,0.0,0.03,6.0,162.0,181.0,6.0,30.0,3076.0,2730.0,1727.0,33.75,1.0,1
23849,0.8,0.91,0.0,2.0,0.0,40.65166,-73.94386999999999,1.0,1.0,1.0,37.0,30.0,150.0,5.0,0.0,96.0,0.0,0.25,2.0,159.0,24.0,6.0,29.0,2464.0,596.0,164.0,37.0,1.0,1
3082,1.0,0.75,0.0,2.0,1.0,40.72963,-73.98195,2.0,1.0,1.0,299.0,1.0,1125.0,84.0,0.0,98.0,0.0,1.05,6.0,155.0,50.0,7.0,33.0,2421.0,2399.0,511.0,149.5,1.0,1
21591,1.0,0.99,0.0,1337.0,1.0,40.70558,-74.00838,2.0,0.9852233911315977,1.0,205.0,30.0,1125.0,2.0,0.0,100.0,1.0,0.11,8.0,140.0,251.0,9.0,27.0,1512.0,545.0,151.0,102.5,1.0,0
21700,1.0,1.0,0.0,2.0,1.0,40.82442,-73.94060999999999,4.0,2.0,3.0,414.0,2.0,90.0,10.0,0.0,100.0,0.0,0.39,6.0,154.0,12.0,6.0,35.0,798.0,766.0,594.0,103.5,1.0,1
4178,0.0,0.33,0.0,1.0,1.0,40.786570000000005,-73.97161,2.0,1.057168356259048,1.0,150.0,30.0,150.0,35.0,0.0,87.0,0.0,0.49,5.0,39.0,70.0,4.0,15.0,3256.0,2146.0,357.0,75.0,1.0,0
15154,1.0,1.0,1.0,6.0,1.0,40.6871,-73.87246999999999,1.0,1.0,1.0,37.0,30.0,1125.0,52.0,0.0,98.0,1.0,1.23,9.0,154.0,35.0,7.0,28.0,3546.0,1268.0,31.0,37.0,1.0,1
14684,1.0,0.94,0.0,3.0,1.0,40.73042,-73.98392,2.0,1.0,1.0,142.0,30.0,90.0,15.0,0.0,93.0,0.0,0.35,7.0,151.0,70.0,5.0,21.0,4287.0,1303.0,132.0,71.0,1.0,1
33897,1.0,0.67,0.0,2.0,1.0,40.71366,-73.9646,1.0,1.0,1.0,95.0,3.0,14.0,1.0,0.0,100.0,1.0,0.47,6.0,87.0,58.0,7.0,27.0,2862.0,63.0,63.0,95.0,1.0,1
12403,1.0,1.0,1.0,11.0,1.0,40.75987,-73.82287,4.0,1.0,2.0,85.0,30.0,1125.0,4.0,0.0,85.0,1.0,0.11,8.0,163.0,17.0,11.0,36.0,2851.0,1114.0,607.0,21.25,1.0,1
14180,1.0,0.79,0.0,23.0,1.0,40.7858,-73.96914,3.0,1.2129277748729983,1.0,105.0,30.0,365.0,2.0,0.0,90.0,0.0,0.05,8.0,146.0,63.0,5.0,27.0,2679.0,1209.0,543.0,35.0,0.0,0
24468,0.86,0.85,1.0,1.0,1.0,40.7347,-74.00168000000001,1.0,1.0,1.0,60.0,5.0,90.0,21.0,0.0,99.0,0.0,1.04,8.0,144.0,50.0,5.0,23.0,2620.0,602.0,143.0,60.0,1.0,1
24501,0.5,0.99,0.0,5.0,1.0,40.755320000000005,-73.99329,2.0,1.0,0.0,119.0,1.0,28.0,2.0,0.0,60.0,1.0,0.25,4.0,127.0,64.0,2.0,16.0,626.0,240.0,210.0,59.5,0.0,1
487,1.0,0.67,0.0,2.0,1.0,40.72041,-73.95666999999999,2.0,1.0,1.0,125.0,60.0,365.0,1.0,0.0,100.0,0.0,0.61,7.0,152.0,64.0,6.0,51.0,4060.0,48.0,48.0,62.5,1.0,1
